,bytes_read,bytes_written
2280,0,13
2281,543,13
2282,0,61
2283,0,13
2284,0,556
2285,0,60
2286,0,13
2287,0,13
2288,0,13
2289,0,13
229,0,272
2290,0,13
2291,0,13
2292,543,13
2293,0,61
2294,0,13
2295,0,13
2296,0,13
2297,0,13
2298,0,556
2299,0,60
23,543,13
230,0,14
2300,0,13
2301,0,13
2302,0,556
2303,0,60
2304,0,13
2305,543,13
2306,0,61
2307,0,13
2308,0,13
2309,543,13
231,636,1307
2310,0,61
2311,0,13
2312,0,13
2313,0,13
2314,0,13
2315,0,556
2316,0,60
2317,0,13
2318,0,13
2319,0,13
232,259291,255121
2320,0,13
2321,0,13
2322,543,13
2323,0,61
2324,0,13
2325,0,13
2326,0,13
2327,0,13
2328,0,13
2329,0,13
233,267030,264113
2330,543,13
2331,0,61
2332,0,556
2333,0,60
2334,0,13
2335,0,13
2336,0,556
2337,0,60
2338,0,13
2339,2657,2551
234,510814,507021
2340,0,224
2341,0,14
2342,0,13
2343,0,13
2344,0,13
2345,0,13
2346,543,13
2347,0,61
2348,0,13
2349,0,13
235,57547,54836
2350,0,13
2351,0,13
2352,0,556
2353,0,60
2354,0,13
2355,0,13
2356,0,13
2357,0,13
2358,543,13
2359,0,61
236,0,226
2360,0,13
2361,0,13
2362,0,556
2363,0,60
2364,0,13
2365,0,13
2366,0,556
2367,0,60
2368,0,13
2369,0,13
237,0,557
2370,0,13
2371,0,13
2372,0,13
2373,0,13
2374,0,13
2375,0,556
2376,0,60
2377,0,13
2378,0,13
2379,0,13
238,0,60
2380,0,556
2381,0,60
2382,0,13
2383,0,13
2384,0,13
2385,0,13
2386,0,13
2387,0,556
2388,0,60
2389,0,13
239,0,13
2390,0,13
2391,0,556
2392,0,60
2393,0,13
2394,0,556
2395,0,60
2396,0,13
2397,0,13
2398,0,13
2399,0,13
24,0,61
240,0,556
2400,543,13
2401,0,61
2402,543,231
2403,0,62
2404,0,13
2405,0,13
2406,0,556
2407,0,60
2408,0,13
2409,0,13
241,0,60
2410,0,13
2411,0,13
2412,0,556
2413,0,60
2414,0,13
2415,0,13
2416,0,13
2417,543,13
2418,0,61
2419,0,13
242,32,701
2420,0,13
2421,0,13
2422,0,13
2423,0,13
2424,0,556
2425,0,60
2426,0,13
2427,0,556
2428,0,60
2429,0,13
243,11514,11099
2430,0,13
2431,0,13
2432,0,13
2433,543,13
2434,0,61
2435,0,13
2436,0,13
2437,0,13
2438,0,13
2439,0,13
244,508186,501937
2440,543,13
2441,0,61
2442,0,13
2443,0,13
2444,0,13
2445,543,13
2446,0,61
2447,543,13
2448,0,61
2449,0,13
245,260949,262063
2450,543,13
2451,0,61
2452,0,13
2453,0,556
2454,0,60
2455,0,13
2456,0,556
2457,0,60
2458,0,13
2459,0,13
246,259291,257293
2460,0,13
2461,0,13
2462,543,13
2463,0,61
2464,0,13
2465,0,13
2466,0,13
2467,0,13
2468,0,13
2469,543,13
247,57547,54833
2470,0,61
2471,0,13
2472,0,13
2473,0,13
2474,543,13
2475,0,61
2476,0,13
2477,0,13
2478,543,13
2479,0,61
248,637,1520
2480,0,13
2481,0,13
2482,543,13
2483,0,61
2484,0,13
2485,0,13
2486,0,13
2487,0,13
2488,0,13
2489,0,13
249,259291,255665
2490,543,13
2491,0,61
2492,0,13
2493,0,13
2494,0,13
2495,0,13
2496,0,13
2497,0,13
2498,543,13
2499,0,61
25,2172,2594
250,259262,257187
2500,0,13
2501,0,13
2502,543,13
2503,0,61
2504,0,13
2505,543,13
2506,0,61
2507,0,13
2508,0,13
2509,0,13
251,518553,514022
2510,0,556
2511,0,60
2512,0,13
2513,0,13
2514,0,13
2515,0,13
2516,0,556
2517,0,60
2518,0,13
2519,543,13
252,57547,51864
2520,0,61
2521,0,13
2522,0,13
2523,0,13
2524,0,13
2525,0,556
2526,0,60
2527,0,13
2528,0,13
2529,0,13
253,0,226
2530,0,13
2531,0,13
2532,0,13
2533,543,13
2534,0,61
2535,0,13
2536,0,13
2537,0,13
2538,0,13
2539,0,1961
254,0,14
2540,0,61
2541,0,13
2542,0,13
2543,0,13
2544,0,13
2545,543,13
2546,0,61
2547,0,13
2548,0,13
2549,0,13
255,543,556
2550,0,13
2551,0,13
2552,0,13
2553,0,13
2554,543,13
2555,0,61
2556,0,13
2557,0,13
2558,0,13
2559,0,13
256,543,1451
2560,0,13
2561,0,13
2562,543,13
2563,0,61
2564,0,13
2565,0,13
2566,0,13
2567,0,13
2568,0,13
2569,0,13
257,543,958
2570,543,13
2571,0,61
2572,0,13
2573,0,13
2574,0,13
2575,0,13
